phase,timestamp,row,stepId,item,object,action,description,input,args,maxArgs
Load,2026-01-24T19:10:40.433471300,1,"65ef436d-0b76-4d98-bee1-4afabf831acb","<empty>","<empty>","<empty>","<empty>","<empty>","[, , , , , , , , , , , , , , ]",15
